,Date,Day,Territory,Menu Item,Price (HKD),Price (USD),Category,Menu
1,2025/03/22,Sat,Hong Kong,Shogun Burger Combo for 2,130.00,15.60,Shogun Burger,Regular Menu
2,2025/03/22,Sat,Hong Kong,Crispy Thighs Sharing Bucket Combo for 3,183.00,21.96,Hot Deal,Regular Menu
3,2025/03/22,Sat,Hong Kong,Crispy Thighs Sharing Bucket Combo for 2,128.00,15.36,Hot Deal,Regular Menu
4,2025/03/22,Sat,Hong Kong,Crispy Thighs Combo for 1,70.00,8.40,Hot Deal,Regular Menu
5,2025/03/22,Sat,Hong Kong,Burger Lovers Combo for 3,159.00,19.08,Hot Deal,Regular Menu
6,2025/03/22,Sat,Hong Kong,Burger Lovers Combo for 2,115.00,13.80,Hot Deal,Regular Menu
7,2025/03/22,Sat,Hong Kong,Burger Lover Combo for 1,56.00,6.72,Hot Deal,Regular Menu
8,2025/03/22,Sat,Hong Kong,Happy Family Combo,139.00,16.68,Hot Deal,Regular Menu
9,2025/03/22,Sat,Hong Kong,McWings (4pcs) Combo for 1,63.00,7.56,Hot Deal,Regular Menu
10,2025/03/22,Sat,Hong Kong,McNuggets®(9pcs)Combo for 1,63.00,7.56,Hot Deal,Regular Menu
11,2025/03/22,Sat,Hong Kong,Big Mac®,26.50,3.18,Regular A-la-carte,Regular Menu
12,2025/03/22,Sat,Hong Kong,Double Cheeseburger™,25.00,3.00,Regular A-la-carte,Regular Menu
13,2025/03/22,Sat,Hong Kong,Sausage McMuffin® with Egg,23.50,2.82,Regular A-la-carte,Regular Menu
14,2025/03/22,Sat,Hong Kong,Filet-O-Fish™,24.00,2.88,Regular A-la-carte,Regular Menu
15,2025/03/22,Sat,Hong Kong,Crispy Thighs(2pcs),42.50,5.10,Regular A-la-carte,Regular Menu
16,2025/03/22,Sat,Hong Kong,Crispy Thighs (Original)Sharing Bucket (6pcs),113.50,13.62,Regular A-la-carte,Regular Menu
17,2025/03/22,Sat,Hong Kong,Honey BBQ Crispy Thighs Sharing Bucket (6pcs),119.50,14.34,Regular A-la-carte,Regular Menu
18,2025/03/22,Sat,Hong Kong,Original & Honey BBQ Crispy Thighs Sharing Bucket (6pcs),119.50,14.34,Regular A-la-carte,Regular Menu
19,2025/03/22,Sat,Hong Kong,McWings®(4pcs),28.00,3.36,Regular A-la-carte,Regular Menu
20,2025/03/22,Sat,Hong Kong,McWings®(6pcs),39.00,4.68,Regular A-la-carte,Regular Menu
21,2025/03/22,Sat,Hong Kong,McWings® Sharing Bucket (16pcs),101.00,12.12,Regular A-la-carte,Regular Menu
22,2025/03/22,Sat,Hong Kong,Chicken McNuggets® (6pcs),25.00,3.00,Regular A-la-carte,Regular Menu
23,2025/03/22,Sat,Hong Kong,McNuggets®(18pcs),53.00,6.36,Regular A-la-carte,Regular Menu
24,2025/03/22,Sat,Hong Kong,Tasty Sharing Box,45.00,5.40,Regular A-la-carte,Regular Menu
25,2025/03/22,Sat,Hong Kong,Happy Meal® Chicken McNuggets® (4 pcs),36.00,4.32,Happy Meal,Regular Menu
26,2025/03/22,Sat,Hong Kong,Happy Meal® Filet-O-Fish™,38.00,4.56,Happy Meal,Regular Menu
27,2025/03/22,Sat,Hong Kong,Other Happy Meal Set,29.50,3.54,Happy Meal,Regular Menu
28,2025/03/22,Sat,Hong Kong,McCafe Americano(L),35.00,4.20,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
29,2025/03/22,Sat,Hong Kong,McCafe Iced Americano,40.00,4.80,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
30,2025/03/22,Sat,Hong Kong,White Peach Soda with Fruit Cocktail,24.00,2.88,Beverages for McDelivery,Regular Menu
31,2025/03/22,Sat,Hong Kong,Coca-Cola® (L),18.00,2.16,Beverages for McDelivery,Regular Menu
32,2025/03/22,Sat,Hong Kong,Sprite® Lemon- Lime Flavored Soda (L),18.00,2.16,Beverages for McDelivery,Regular Menu
33,2025/03/22,Sat,Hong Kong,Fanta® Orange Flavored Soda (L),18.00,2.16,Beverages for McDelivery,Regular Menu
34,2025/03/22,Sat,Hong Kong,Coca-Cola® No Sugar (L),18.00,2.16,Beverages for McDelivery,Regular Menu
35,2025/03/22,Sat,Hong Kong,McCafe Americano(L),35.00,4.20,Beverages for McDelivery,Regular Menu
36,2025/03/22,Sat,Hong Kong,McCafe Iced Americano,40.00,4.80,Beverages for McDelivery,Regular Menu
37,2025/03/22,Sat,Hong Kong,Hot Local Milk Tea,18.00,2.16,Beverages for McDelivery,Regular Menu
38,2025/03/22,Sat,Hong Kong,Iced Local Milk Tea (L),23.00,2.76,Beverages for McDelivery,Regular Menu
39,2025/03/22,Sat,Hong Kong,Hot Fresh Lemon Tea,18.00,2.16,Beverages for McDelivery,Regular Menu
40,2025/03/22,Sat,Hong Kong,Iced Fresh Lemon Tea (L),23.00,2.76,Beverages for McDelivery,Regular Menu
41,2025/03/22,Sat,Hong Kong,Minute Maid® Orange Juice (XL),19.50,2.34,Beverages for McDelivery,Regular Menu
42,2025/03/22,Sat,Hong Kong,Hot Chocolate,18.00,2.16,Beverages for McDelivery,Regular Menu
43,2025/03/22,Sat,Hong Kong,Apple Pie,14.00,1.68,Desserts,Regular Menu
44,2025/03/22,Sat,Hong Kong,Hi-Calcium Low Fat Blueberry Yoghurt,16.00,1.92,Desserts,Regular Menu
45,2025/03/22,Sat,Hong Kong,Corn Potage Flavored Seasoning,3.00,0.36,Extra/ Additional Sauce,Regular Menu
46,2025/03/22,Sat,Hong Kong,Seaweed Seasoning,3.00,0.36,Extra/ Additional Sauce,Regular Menu
47,2025/03/22,Sat,Hong Kong,Honey BBQ Seasoning,3.00,0.36,Extra/ Additional Sauce,Regular Menu
48,2025/03/22,Sat,Hong Kong,Fries (M),18.00,2.16,Extra/ Additional Sauce,Regular Menu
49,2025/03/22,Sat,Hong Kong,Fries (Large),21.00,2.52,Extra/ Additional Sauce,Regular Menu
50,2025/03/22,Sat,Hong Kong,Thai Hot & Spicy Sauce,1.00,0.12,Extra/ Additional Sauce,Regular Menu
51,2025/03/22,Sat,Hong Kong,Chicken McNuggets® Sauce,1.50,0.18,Extra/ Additional Sauce,Regular Menu
